mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	lyrics_1	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	diminuendo_line	HairPin:3_smorz..	crescendo_line	crescendo_hairpin	decrescendo_hairpin
76	76	300	300	4.0	0	0	Chord	2/2	1	1	1	1	1	1098															
76	76	300	300	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1099															
76	76	302	302	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1100															
76	76	300	300	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	1101															
76	76	302	302	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1102															
76	76	303	303	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1103															
76	76	300	300	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	1104															
76	76	302	302	2.0	1/2	1/2	Chord	2/2	3	2	1/2	1/2	1	1105															
76	76	300	300	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1106															
76	76	302	302	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1107															
76	76	300	300	4.0	0	0	Chord	2/2	4	2	1	1	1	1108															
77	77	304	304	0.0	0	0	Spanner	2/2	1	1	0														2				
77	77	304	304	4.0	0	0	Chord	2/2	1	1	1	1	1	1109											2				
77	77	304	304	0.0	0	0	Spanner	2/2	2	1	0														3				
77	77	304	304	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1110											3				
77	77	306	306	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1111											3				
77	77	304	304	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	1112															
77	77	306	306	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1113															
77	77	307	307	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1114															
77	77	304	304	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	1115															
77	77	306	306	2.0	1/2	1/2	Chord	2/2	3	2	1/2	1/2	1	1116															
77	77	304	304	0.0	0	0	Spanner	2/2	4	1	0														4				
77	77	304	304	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1117											4				
77	77	306	306	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1118											4				
77	77	304	304	4.0	0	0	Chord	2/2	4	2	1	1	1	1119											4				
78	78	308	308	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1120											2				
78	78	310	310	1.0	1/2	1/2	Chord	2/2	1	1	1/4	1/4	1	1121											2				
78	78	311	311	1.0	3/4	3/4	Chord	2/2	1	1	1/4	1/4	1	1122											2				
78	78	308	308	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1123											3				
78	78	310	310	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1124											3				
78	78	308	308	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	1125															
78	78	310	310	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1126															
78	78	311	311	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1127															
78	78	308	308	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	1128															
78	78	310	310	2.0	1/2	1/2	Chord	2/2	3	2	1/2	1/2	1	1129															
78	78	308	308	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1130											4				
78	78	310	310	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1131											4				
78	78	308	308	4.0	0	0	Chord	2/2	4	2	1	1	1	1132											4				
79	79	312	312	4.0	0	0	Chord	2/2	1	1	1	1	1	1133											2				
79	79	312	312	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1134											3				
79	79	314	314	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1135											3				
79	79	312	312	4.0	0	0	Chord	2/2	3	1	1	1	1	1136															
79	79	312	312	2.0	0	0	Chord	2/2	3	2	1/2	1/2	1	1137															
79	79	314	314	2.0	1/2	1/2	Chord	2/2	3	2	1/2	1/2	1	1138															
79	79	312	312	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1139											4				
79	79	314	314	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1140											4				
79	79	312	312	4.0	0	0	Chord	2/2	4	2	1	1	1	1141											4				
80	80	316	316	0.0	0	0	Dynamic	2/2	1	1	0					p													
80	80	316	316	0.0	0	0	Spanner	2/2	1	1	0																		
80	80	316	316	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1142	-men,														
80	80	316	316	0.0	0	0	Dynamic	2/2	2	1	0					p													
80	80	316	316	0.0	0	0	Spanner	2/2	2	1	0																		
80	80	316	316	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1143	-men,														
80	80	316	316	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1144															
80	80	317	317	0.0	1/4	1/4	Dynamic	2/2	3	1	0					f													
80	80	317	317	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1145			articStaccatoAbove												
80	80	318	318	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1146			articStaccatoAbove												
80	80	319	319	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1147			articStaccatoAbove												
80	80	316	316	0.0	0	0	Dynamic	2/2	4	1	0					p													
80	80	316	316	0.0	0	0	Spanner	2/2	4	1	0																		
80	80	316	316	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1148															
81	81	322	322	0.0	1/2	1/2	Dynamic	2/2	1	1	0					f													
81	81	322	322	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1149	a-														
81	81	322	322	0.0	1/2	1/2	Dynamic	2/2	2	1	0					f													
81	81	322	322	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1150	a-														
81	81	320	320	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1151			articStaccatoAbove												
81	81	321	321	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1152			articStaccatoAbove												
81	81	322	322	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1153			articStaccatoAbove												
81	81	323	323	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1154			articStaccatoAbove												
81	81	322	322	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1155															
82	82	324	324	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1156	-men,														
82	82	324	324	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1157	-men,														
82	82	324	324	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1158															
82	82	325	325	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1159															
82	82	326	326	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1160															
82	82	327	327	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1161															
82	82	324	324	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1162															
83	83	330	330	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1163	a-														
83	83	330	330	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1164	a-														
83	83	328	328	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1165															
83	83	329	329	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1166															
83	83	330	330	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1167															
83	83	331	331	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1168															
83	83	330	330	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1169															
84	84	332	332	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1170	-men,														
84	84	334	334	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1171	a-														
84	84	332	332	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1172	-men,														
84	84	334	334	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1173	a-														
84	84	332	332	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1174															
84	84	333	333	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1175															
84	84	334	334	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1176															
84	84	335	335	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1177															
84	84	332	332	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1178															
84	84	334	334	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1179															
85	85	336	336	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1180	-men,														
85	85	338	338	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1181	a-														
85	85	336	336	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1182	-men,														
85	85	338	338	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1183	a-														
85	85	336	336	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1184															
85	85	337	337	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1185															
85	85	338	338	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1186															
85	85	339	339	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1187															
85	85	336	336	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1188															
85	85	338	338	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1189															
86	86	340	340	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1190	-men,														
86	86	340	340	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1191	-men,														
86	86	340	340	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1192															
86	86	341	341	0.0	1/4	1/4	Dynamic	2/2	3	1	0					p													
86	86	341	341	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1193															
86	86	342	342	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1194															
86	86	343	343	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1195															
86	86	340	340	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1196															
87	87	346	346	0.0	1/2	1/2	Dynamic	2/2	1	1	0					p													
87	87	346	346	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1197	a-														
87	87	346	346	0.0	1/2	1/2	Dynamic	2/2	2	1	0					p													
87	87	346	346	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1198	a-														
87	87	344	344	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1199															
87	87	345	345	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1200															
87	87	346	346	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1201															
87	87	347	347	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1202															
87	87	346	346	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1203															
88	88	348	348	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1204	-men,														
88	88	348	348	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1205	-men,														
88	88	348	348	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1206															
88	88	349	349	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1207															
88	88	350	350	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1208															
88	88	351	351	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1209															
88	88	348	348	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1210															
89	89	354	354	0.0	1/2	1/2	Dynamic	2/2	1	1	0					f													
89	89	354	354	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1211	a-														
89	89	354	354	0.0	1/2	1/2	Dynamic	2/2	2	1	0					f													
89	89	354	354	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1212	a-														
89	89	352	352	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1213															
89	89	353	353	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1214															
89	89	354	354	0.0	1/2	1/2	Dynamic	2/2	3	1	0					f													
89	89	354	354	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1215															
89	89	355	355	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1216															
89	89	354	354	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1217															
90	90	356	356	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1218	-men,														
90	90	358	358	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1219	a-														
90	90	356	356	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1220	-men,														
90	90	358	358	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1221	a-														
90	90	356	356	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1222															
90	90	357	357	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1223															
90	90	358	358	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1224															
90	90	359	359	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1225															
90	90	356	356	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1226															
90	90	358	358	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1227															
91	91	360	360	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1228	-men,														
91	91	362	362	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1229	a-														
91	91	360	360	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1230	-men,														
91	91	362	362	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1231	a-														
91	91	360	360	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1232															
91	91	361	361	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1233															
91	91	362	362	1.0	1/2	1/2	Chord	2/2	3	1	1/4	1/4	1	1234															
91	91	363	363	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1235															
91	91	360	360	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1236															
91	91	362	362	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1237															
92	92	364	364	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1238	-men,														
92	92	366	366	0.0	1/2	1/2	Dynamic	2/2	1	1	0					ff													
92	92	366	366	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1239	a-														
92	92	364	364	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1240	-men,														
92	92	366	366	0.0	1/2	1/2	Dynamic	2/2	2	1	0					ff													
92	92	366	366	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1241	a-														
92	92	364	364	0.0	0	0	Dynamic	2/2	3	1	0					ff													
92	92	364	364	1.0	0	0	Chord	2/2	3	1	1/4	1/4	1	1242															
92	92	365	365	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1243			articAccentAbove												
92	92	367	367	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1244			articAccentAbove												
92	92	364	364	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1245															
92	92	366	366	0.0	1/2	1/2	StaffText	2/2	4	1	0							un poco allarg.											
92	92	366	366	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1246			articAccentAbove												
93	93	368	368	0.0	0	0	StaffText	2/2	1	1	0							un poco allarg.											
93	93	368	368	0.0	0	0	Tempo	2/2	1	1	0								𝅗𝅥=80	160.0	𝅗𝅥	80.0	0.0						
93	93	368	368	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1247	-men,														
93	93	370	370	2.0	1/2	1/2	Chord	2/2	1	1	1/2	1/2	1	1248	a-														
93	93	368	368	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1249	-men,														
93	93	370	370	2.0	1/2	1/2	Chord	2/2	2	1	1/2	1/2	1	1250	a-														
93	93	369	369	1.0	1/4	1/4	Chord	2/2	3	1	1/4	1/4	1	1251			articAccentAbove												
93	93	371	371	1.0	3/4	3/4	Chord	2/2	3	1	1/4	1/4	1	1252			articAccentAbove												
93	93	368	368	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1253			articAccentAbove												
93	93	370	370	2.0	1/2	1/2	Chord	2/2	4	1	1/2	1/2	1	1254			articAccentAbove												
94	94	372	372	2.0	0	0	Chord	2/2	1	1	1/2	1/2	1	1255	-men.														
94	94	372	372	2.0	0	0	Chord	2/2	2	1	1/2	1/2	1	1256	-men.														
94	94	372	372	2.0	0	0	Chord	2/2	3	1	1/2	1/2	1	1257															
94	94	372	372	2.0	0	0	Chord	2/2	4	1	1/2	1/2	1	1258															
